qid,question,options,q_image,answer_q,subject,contain_img,img_file,user_id
im278,Cosstruct a 90% confidence interval for the population mean. Assume the population has a normal distribution. A sample of 15 randomly selected students has a grade point avarage of 2.86 with a standard diviation of 0.78,"[(2.37;3.56),None of the other choices is correct,(2.28,3.66),(2.41;3.42),(2.51;3.21)]",im278.png,"(2.28,3.66)",math,1,images/im278.png,admin
im279,,"[(-3.684;-2.116),(-4.002;-2778),(-3.556;-2.244),(-2.897;-1.995),None of the other choices is correct]",im279.png,(-4.002;-2778),math,1,images/im279.png,admin
im28,"Of 1000 randomly selected cases of lung cancer, 731 result in death within 10 years. Calculate a 95% confidence interval on the death rate form lung cancer","[(0.703; 0.758),(0.307;0.751),(0.707;0.754),None of the others]",im28.png,None of the others,math,1,images/im28.png,admin
im280,,"[0.4,0.2,None of the other choices is correct,0.8;0.6]",im280.png,0.8,math,1,images/im280.png,admin
im281,,"[None of the other choices is correct, f(0)=1/3;f(1)=1/6;f(2)=1/4,f(0)=1/3;f(1)=1/6;f(2)=1/2,f(0)=1/9;f(1)=1/36;f(2)=1/4,f(0)=1/9;f(1)=1/36;f(2)=1/4,f(0)=1/3;f(1)=1/6;f(2)=1/2]",im281.png,f(0)=1/3;f(1)=1/6;f(2)=1/4,math,1,images/im281.png,admin
im282,A sample of 25 randomly selected students has a mean test score 81.5 with a standard diviation of 10.2. Construct a 95% confidence interval for the population mean. Assume the population has a normal distribution  ,"[(70.30;85.70),None of the other choices is correct,(66.35;69.89),(56.12;78.34),(87.12;98.32)]",im282.png,(87.12;98.32),math,1,images/im282.png,admin
im283,"The department of Mathematics would like to test the hypothesis that the average debt load of granduating students with a bachelor's degree is equal to $17.000. Arandom sample of 34 students had an average debt load of $18.200. It is belive that the debt load follows normal distribution with the standard diviation of $4.200. At the significant level of 0.5, the critical value(s) for this hypothesis should be_______.","[(-1.96;1.96),None of the other choices is true;1.82,-1.82,(-1.645;1.645)]",im283.png,(-1.96;1.96),math,1,images/im283.png,admin
im284,,"[0.20,None of the other choices is correct,1.42,-1.42,-0.20]",im284.png,1.42,math,1,images/im284.png,admin
im285,,"[None of the other choices, 25,0.0016,0.02,0.04]",im285.png,0.02,math,1,images/im285.png,admin
im286,A population is normal with a variance of 64. Suppose you wish to estimate the population mean. Find the sample size is needed to assure with 92% percent confidence that that sample mean will not differ from the population mean by more than 2 units,"[46,49,32,39. None of the other choices is correct]",im286.png,49,math,1,images/im286.png,admin
im287,,"[None of the other choices is correct,r=-0.802; negative correlation,r=0.802 negative correlation;r=-0.802 positve corrlelation,r=0.802, positve corrleation]",im287.png,"r=0.802, positve corrleation",math,1,images/im287.png,admin
im288,,"[0.41,0.31,0.61,0.51,None of the other choices is correct]",im288.png,0.31,math,1,images/im288.png,admin
im289,"From a piror study, the population porpotion p is estimated by 0.08. Finde the minimum sample size you should use to be 99% confident that the point estimate of p will be within 0.04 around the population p.","[None of the other choices is correct,249,308,250,307]",im289.png,250,math,1,images/im289.png,admin
im29,A group of 40 bowlers showed that their average score was 192 with a population standard deviation of 8. Assume that bowlers' scores are normally distributed. Find the 95% confidence interval of the mean score of all bowlers.,"[(186.5; 197.5),(188.5;195.6),(187.3;196.1),(189.5;194.5),None of the other choices is correct]",im29.png,(187.3; 195.6),math,1,images/im29.png,admin
im290,,"[8.22,None of the other choices is correct,9.3,6.63,9]",im290.png,9.3,math,1,images/im290.png,admin
im291,,"[0.000,-0.173,-0.041,-0.012,None of the other choices is correct]",im291.png,-0.012,math,1,images/im291.png,admin
im292,,"[0.687,0.789,0.894,0.978]",im292.png,0.894,math,1,images/im292.png,admin
im293,,"[None of the other choices is true,3.47,2.15,4.02,0.37]",im293.png,4.02,math,1,images/im293.png,admin
im294,"The following data reflect the number of customers who test drove new cars each day for a sample of 20 days at the Redfieid Ford Dealership
Given these data. What is the interquartile range ","[14, None of the other choices, 4, 3, 7]",im294.png,4,math,1,images/im294.png,admin
im295,,"[i,ii,iii,iv]",im295.png,ii,math,1,images/im295.png,admin
im296,,"[None of the other choices is correct,Fail to reject Ho,Reject Ho,Not determined]",im296.png,Reject Ho,math,1,images/im296.png,admin
im297,,"[0.45,0.15,0.3,0.75]",im297.png,0.15,math,1,images/im297.png,admin
im298,,"[None of the other choices is true, i,ii,iii]",im298.png,ii,math,1,images/im298.png,admin
im299,,"[0.122,0.061,None of the other choices is correct,0.001,0.514]",im299.png,,math,1,images/im299.png,admin
im3,,"[None of the other,0.32,0.5,0.36,0.2]",im3.png,0.5,math,1,images/im3.png,admin
im30,,"[2.45,9.85,1.14, None of the other choices is true,7.35]",im30.png,,math,1,images/im30.png,admin
im300,,"[i,ii,iii,iv,None of the other choices is correct]",im300.png,ii,math,1,images/im300.png,admin
im301,,"[x,2x-1,-x+2.4,0.2x+0.5,None of the other choices is correct]",im301.png,x,math,1,images/im301.png,admin
im302,,"[None of the other choices is correct,0.2415,0.3159,0.0183,0.5682]",im302.png,0.2415,math,1,images/im302.png,admin
im303,,"[0.75,0.35,0.28,0.12,None of the other choices is correct]",im303.png,0.35,math,1,images/im303.png,admin
im304,,"[(595;596;597;598;599;600;601;602;603;604;605;606),(596;597;598;599;600;601;602;603;604;605), (598;600;602;604;604;605),(598;600;602;604;605)]",im304.png,(598;600;602;604;604;605),math,1,images/im304.png,admin
im305,,"[-5x-0.23,5.5+0.23x,None of the other choices is correct,5.5x+0.23,-5+0.23x]",im305.png,-5+0.23x,math,1,images/im305.png,admin
im306,,"[7.35,2.45,1.14,None of the other choices is true,9.85]",im306.png,1.14,math,1,images/im306.png,admin
im307,,"[(0.03;0.07),(0.04;0.16),(0.05;0.15),None of the other choices is correct]",im307.png,(0.05;0.15),math,1,images/im307.png,admin
im308,,"[2,4.5,5.6,5,None of the other choices is correct]",im308.png,4.5,math,1,images/im308.png,admin
im309,,"[i,ii,iii,iv,None of the other choices is correct]",im309.png,ii,math,1,images/im309.png,admin
im31,,"[(i),(ii),(iii),(iv),None of the other choices is correct]",im31.png,(i),math,1,images/im31.png,admin
im310,"If you were constructing a 99% two-slide confidence interval of the population mean based on a sample of n = 25 where the standard diviation of the sample s = 0.05, the percentage point will be ________ ","[2.326,2.576,2.492,None of the other choices is correct,2.797]",im310.png,2.326,math,1,images/im310.png,admin
im311,,"[20.67,29.86,None of the other choices is correct,15.63]",im311.png,15.63,math,1,images/im311.png,admin
im312,,"[0.76,None of the other choices is correct,0.68,0.89,0.51]",im312.png,0.68,math,1,images/im312.png,admin
im313,,"[i,ii,iii,iv,None of the other choices is correct]",im313.png,ii,math,1,images/im313.png,admin
im314,,"[i,ii,iii,iv,None of the other choices is correct]",im314.png,ii,math,1,images/im314.png,admin
im315,"An insurance offers four different deductible levels - none, low, medium, and high - for its homeowner's policyholders and three different level - low, medum, high - for its automobile policyholders. The accompanying table gives porpotions of th variuos categories of policyholder who have both types of insureance. 
Suppose an individual having both types of policies is randomly selected. What is the propabilty that the individual has at least one medium deductible level? ","[None of the other choices is correct, 0.2,0.67,0.47,0.4]",im315.png,0.47,math,1,images/im315.png,admin
im316,,"[Not enough infomation, Fail to reject Null hypothesis, Reject null hypothesis ]",im316.png,Fail to reject Null hypothesis,math,1,images/im316.png,admin
im317,Vnexpress would like to test the hypothesis that the average length of an online video watched by a user more than 6 minutes. A random sample of 80 people watched online videos that averaged 6.3 minutes in length. It is belive that the population standard diviation for the length of online videos is 1.2 minutes. Vnexpress would like to set the significance level = 0.05. The critical value for this hypothesis test would be ______. ,"[1.645,-1.645,1.96,-1.96,None of the other choices is correct]",im317.png,1.96,math,1,images/im317.png,admin
im318,,"[None of the other choices is correct, 4.56,2.02,4.28,2.18]",im318.png,2.18,math,1,images/im318.png,admin
im319,,"[3.299 and 0.416, 0.00416 and 0.33,4.160 and 3.299,0.017 and 0.503]",im319.png,0.017 and 0.503,math,1,images/im319.png,admin
im32,"Each morning; a teacher quizzed his class with 20 geography questions. The class marked them together and everyone kept a record of their personal scores. As the year passed, each student tried to improve his or her quiz marks Every day, Elliot recorded his quiz marks on a stem and leaf plot This is what his marks looked like plotted out:","[15,25,20,20 and 15, None of the other choices is correct]",im32.png,20,math,1,images/im32.png,admin
im320,,"[(-2.897;-1.995),(-3.864;-2.116),(-3.556;-2.244),None of the other choices is correct, (-4.002;-2.778)]",im320.png,(-4.002;-2.778),math,1,images/im320.png,admin
im321,,"[90%,98%,None of the other choices is correct,95%,96%]",im321.png,0.98,math,1,images/im321.png,admin
im322,,"[ii,iii,None of the other choices is correct, i, iv]",im322.png,,math,1,images/im322.png,admin
im323,,"[95% upper confidence-bound on population propotion p, 90% upper confidence-bound on population propotion p,95% lower confidence-bound on population propotion p,None of the other choices is correct]",im323.png,95% upper confidence-bound on population propotion p,math,1,images/im323.png,admin
im324,,"[Test statistic t = -1.263 the is not sufficent evidence to support the claim that the mean is less than 30g,None of the other choices is correct, Test statistic t = -1.463 the is not sufficent evidence to support the claim that the mean is less than 30g,Test statistic t = -1.263 the is sufficent evidence to support the claim that the mean is less than 30g]",im324.png,Test statistic t = -1.263 the is not sufficent evidence to support the claim that the mean is less than 30g,math,1,images/im324.png,admin
im325,,"[(-1.69;1.69),(-1.96;1.96),(-1.64;1.64),(-2.03;2.03)]",im325.png,(-2.03;2.03),math,1,images/im325.png,admin
im326,,"[None of the other choices is correct, -2.38,2.38,2.22,-2.22]",im326.png,2.22,math,1,images/im326.png,admin
im327,,"[iii,ii,i,iv,v,None of the other choices is correct]",im327.png,iii,math,1,images/im327.png,admin
im328,,"[0.277,0.019,0.258,0.5]",im328.png,0.5,math,1,images/im328.png,admin
im329,,"[i,ii,iii,iv]",im329.png,iii,math,1,images/im329.png,admin
im33,,"[3/5,2,1,None of the other choices is correct,1/3]",im33.png,2.1,math,1,images/im33.png,admin
im330,,"[(507;527),(505.88;528.52),(512;525),None of the other]",im330.png,(505.88;528.52),math,1,images/im330.png,admin
im331,,"[0.5438,1,None of the other choices,0.4562,0.6438]",im331.png,0.4562,math,1,images/im331.png,admin
im332,,"[i,ii,iii,iv]",im332.png,iv,math,1,images/im332.png,admin
im333,,"[0.013,None of the other choices is correct,0.916,0.084,0.987]",im333.png,0.987,math,1,images/im333.png,admin
im334,,"[None of the choices is correct,0.76,0.96,0.86,0.66]",im334.png,0.96,math,1,images/im334.png,admin
im335,,"[0.6438,1,0.5438,None of the others,0.4562]",im335.png,1,math,1,images/im335.png,admin
im336,,"[ii,iv,i,iii]",im336.png,i,math,1,images/im336.png,admin
im337,,"[None of the other choices is correct, 5.00,4.23,4.00,28.31]",im337.png,4.23,math,1,images/im337.png,admin
im338,,"[0.576,0.347,0.543,1.237]",im338.png,1.237,math,1,images/im338.png,admin
im339,,"[iii,ii,iv,None of the other choices is correct,i]",im339.png,ii,math,1,images/im339.png,admin
im34,The thickness of wood panelling (in inches) that a customer order is a random variable with the following cumulative distribution function: ,"[(a),(b),(c),(d),(e)]",im34.png,(b),math,1,images/im34.png,admin
im340,A random sample of 40 students has a mean annual earnings of 3120. Assume the population standard deviation is 677. Construct the confidence interval for population mean. Use a 95% confidence level.,"[(210;110),(4812;5342),(2910;3330),(1987;2346),None of the other choicese is correct]",im340.png,(1987;2346),math,1,images/im340.png,admin
im341,,"[-6.14,None of the other choices is correct,5.32,-5.32,6.14]",im341.png,6.14,math,1,images/im341.png,admin
im342,,"[iii,ii,iv,None of the other choices is correct,i]",im342.png,ii,math,1,images/im342.png,admin
im343,,"[iii,ii,iv,None of the other choices is correct,i]",im343.png,iii,math,1,images/im343.png,admin
im344,,"[0.75,0.5,1,0,None of the other choices is correct]",im344.png,0.5,math,1,images/im344.png,admin
im345,,"[0.6860,0.3140,0.0686,None of the other choices is correct]",im345.png,0.0686,math,1,images/im345.png,admin
im346,,"[3.299 and 0.416,4.160 and 3.299,0.00416 and 0.33,0.017 and 0.503]",im346.png,0.017 and 0.503,math,1,images/im346.png,admin
im347,,"[None of the other choices is true,9.24,2.19,3.04,5.01]",im347.png,5.01,math,1,images/im347.png,admin
im348,,"[None of the other choices is correct,Fail to reject Ho,Reject Ho,Not determined]",im348.png,Fail to reject Ho,math,1,images/im348.png,admin
im349,,"[iii,ii,iv,None of the other choices is correct,i]",im349.png,i,math,1,images/im349.png,admin
im35,,"[A,B,C,D]",im35.png,B,math,1,images/im35.png,admin
im350,,"[iii,ii,iv,None of the other choices is correct,i]",im350.png,iv,math,1,images/im350.png,admin
im36,,"[A,B,C,D]",im36.png,C,math,1,images/im36.png,admin
im37,,"[A,B,C,D]",im37.png,A,math,1,images/im37.png,admin
im38,,"[A,B,C,D]",im38.png,C,math,1,images/im38.png,admin
im39,,"[A,B,C,D]",im39.png,B,math,1,images/im39.png,admin
im4,,"[None of the other,0.32,0.5,0.36,0.2]",im4.png,0.36,math,1,images/im4.png,admin
im40,,"[A,B]",im40.png,A,math,1,images/im40.png,admin
im41,,"[A,B,C,D]",im41.png,C,math,1,images/im41.png,admin
im42,,"[A,B,C,D]",im42.png,D,math,1,images/im42.png,admin
im43,,"[(i),(ii),(iii),(iv),(v)]",im43.png,(iii),math,1,images/im43.png,admin
